"","OR","p.value","adj.P.Val","setSize","numSig","ID","sigGenes"
"Aneuploidy",1.31470838654747,0.270352181178542,1,703,22,"MESH:D000782","ANKRD29;SLC27A2;FAT1;DUSP5;RHOB;LPL;MTHFD2;NRG1;NREP;ATF3;MAPK9;GPX3;ATF4;MAPK3;JUN;HMGCS1;RGS2;PRSS23;IFIT3;LRP1;ZWINT;NTRK3"
"Diabetic Retinopathy",2.09874723655122,0.271690320546341,1,85,4,"MESH:D003930","APP;ATF3;MAPK3;AGTR1"
"Osteoporosis, Postmenopausal",1.77115117891817,0.27239653325514,1,161,6,"MESH:D015663","DUSP5;TGFBR2;ATF3;SPP1;MAPK3;HSD17B12"
"Cryptorchidism",1.56074906776304,0.27597152673725,1,237,9,"MESH:D003456","TGFB3;CXCR4;BCL2L11;ATF3;GPX3;MAPK3;JUN;BDNF;GAD1"
"Kidney Diseases",1.12624302297709,0.276402222848488,1,10208,273,"MESH:D007674","DPY19L3;MAST2;ATP13A3;TTC39B;WDR6;UFD1L;DCAF7;KLHL13;INF2;ANKRD29;FRAS1;LONRF1;PPP1CC;FAM49A;DCHS1;GALNT16;KCNC1;DPP6;HABP4;ARHGAP15;ICAM5;CHGB;POU3F3;MED16;SLC27A2;FAT1;ANXA5;IFRD1;DUSP5;TGFB3;SERPINE2;TCF4;RHOB;SFRP2;FAM129A;RBP4;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;EIF2AK3;GFRA1;NRG1;CLDN1;DUSP10;ERBB4;WT1;NREP;ARHGAP5;NEFH;NTRK2;CD47;HTRA1;NUDT4;LAMB1;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;AGTR1;DOK4;VGF;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;HTR2C;PVALB;PDYN;OPRD1;GRIA3;EFNB3;NPTX2;SNAP25;PHKA2;PRMT2;HIVEP1;CARS;GNG4;DPYSL2;ABAT;PTN;RASGRP1;NRN1;GUCY1A3;PRKACB;ADCYAP1;EIF4G2;ROBO1;IQGAP2;HLF;CIT;PAK3;FRZB;DDAH1;PRSS23;ENAH;ETV5;SPARCL1;SCPEP1;ADCY2;GPCPD1;MCC;PEA15;SMARCA2;CAMK2G;PSME1;GPT2;CYFIP2;GBE1;RAB3B;SPRY2;TUBB2B;PDZD2;SLC4A8;CREB3;MOXD1;RAB27B;KRT80;NUP62CL;ARHGAP26;ZEB2;TUBB2A;MAP4;ETS1;IFIT3;LRP1;PTPRE;MEF2C;PC;PTPRD;ZWINT;PFKP;MATN2;CLIC4;EFHD2;NR4A3;SYNJ2;LRIG1;FAM65B;HSD17B12;GDF10;ADCY1;STAMBPL1;SYT1;ELMO1;RGS17;NETO2;GPM6A;RNF144B;BCR;THBS2;GNB4;BTBD11;SLC7A1;IRF6;ST3GAL6;ALPK2;L1CAM;MAPK6;ADARB1;SPRY4;ADCYAP1R1;TCP11L2;SYNGR3;FAM84A;HIP1;CLSTN3;ILDR2;CORIN;OXR1;LAPTM4B;ZNRF1;NEK7;TMTC4;RSPO3;TMEM106B;GFPT2;COL16A1;SSBP3;CALN1;SCN3B;CHRNA6;SDC3;SLC24A3;USP25;UBASH3B;AP2B1;NTRK3;HR;HAP1;PEG3;CLSTN1;ASAP1;SNX6;KLF12;DTNA;MFAP3L;GNAL;CRHR2;PTPRU;C1QTNF4;MAP6;GABBR2;GRIA4;FURIN;PAQR8;TRPC6;PYGO1;THSD4;GPR176;PNOC;ATP1A3;KCNK2;VWA5A;HDAC9;GPR137C;LYPD6;CREG2;ST8SIA2;SLC6A1;ADRA1D;KCNJ4;KCNA4;SYT11;PCSK1N;ST6GALNAC5;ABCA8;MAN1C1;SLIT1;SLC44A5;SV2A;STMN2;THSD7A;MTRR;DLGAP1;TTYH1;GRPR;DFNB31;DIP2A;IL1RAPL2;SLCO1C1;LRRN2;GXYLT2;NOS1AP;GPRIN3;CNNM3;ZNF274;GPR83;CA7;TSSK6"
"Diabetes Insipidus, Nephrogenic",2.44204185161699,0.277849897333429,1,70,3,"MESH:D018500","GPX3;MAPK3;ACE"
"Dermatitis, Allergic Contact",1.75430481773219,0.282109300213064,1,157,6,"MESH:D017449","CXCR4;ATF3;SPP1;GPX3;MAPK3;JUN"
"Carcinoma, Ductal",10.2893685051958,0.2835778506728,1,5,1,"MESH:D044584","AGTR1"
"Carcinoma, Lobular",10.2893685051958,0.2835778506728,1,4,1,"MESH:D018275","AGTR1"
"Congenital central hypoventilation syndrome",10.2893685051958,0.2835778506728,1,6,1,"MESH:C536209","BDNF"
"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",10.2893685051958,0.2835778506728,1,4,1,"MESH:D009358","ACHE"
"Disease Susceptibility",10.2893685051958,0.2835778506728,1,5,1,"MESH:D004198","TRPC6"
"Loeys-Dietz Syndrome",10.2893685051958,0.2835778506728,1,4,1,"MESH:D055947","TGFBR2"
"Marfan Syndrome",10.2893685051958,0.2835778506728,1,4,1,"MESH:D008382","TGFBR2"
"Meige Syndrome",10.2893685051958,0.2835778506728,1,5,1,"MESH:D008538","GAD1"
"Mutism",10.2893685051958,0.2835778506728,1,7,1,"MESH:D009155","MAPK3"
"Neural tube defect, folate-sensitive",10.2893685051958,0.2835778506728,1,4,1,"MESH:C536409","MTRR"
"Oligohydramnios",10.2893685051958,0.2835778506728,1,8,1,"MESH:D016104","ACE"
"Osteoarthritis, Hip",10.2893685051958,0.2835778506728,1,9,1,"MESH:D015207","PTGS1"
"Retinal Hemorrhage",10.2893685051958,0.2835778506728,1,6,1,"MESH:D012166","ATF3"
"Somnambulism",10.2893685051958,0.2835778506728,1,7,1,"MESH:D013009","BDNF"
"Spinal Cord Ischemia",10.2893685051958,0.2835778506728,1,4,1,"MESH:D020760","MAPK3"
"Streptococcal Infections",10.2893685051958,0.2835778506728,1,5,1,"MESH:D013290","CARTPT"
"Supranuclear Palsy, Progressive",10.2893685051958,0.2835778506728,1,4,1,"MESH:D013494","EIF2AK3"
"Tooth Loss",10.2893685051958,0.2835778506728,1,6,1,"MESH:D016388","MAPK3"
"Ocular Hypertension",3.25303643724696,0.293378900912069,1,33,2,"MESH:D009798","MAPK3;JUN"
"Color Vision Defects",1.84350858987663,0.299793031426125,1,122,5,"MESH:D003117","APP;EIF2AK3;ATF3;MAPK3;JUN"
"Motor Neuron Disease",1.70562037944242,0.312032858344984,1,139,6,"MESH:D016472","APP;GPX3;MAPK3;JUN;ACHE;CNR1"
"Cholangiocarcinoma",1.38173817381738,0.312916439591584,1,426,14,"MESH:D018281","SLC27A2;XDH;NRG1;CD47;HTRA1;ATF3;ATF4;MAPK3;HMGCS1;SCPEP1;CYFIP2;PTPRD;LAPTM4B;PEG3"
"Dermatitis, Contact",1.99672744273025,0.313778473266275,1,99,4,"MESH:D003877","CXCR4;ATF3;MAPK3;JUN"
"Endotoxemia",1.99672744273025,0.313778473266275,1,102,4,"MESH:D019446","XDH;ABCA1;MAPK3;JUN"
"Head and Neck Neoplasms",1.34891935984036,0.314550189539082,1,494,16,"MESH:D006258","FAT1;XDH;CXCR4;TIMP3;IGFBP4;GFRA1;DUSP10;PTGS1;BCL2L11;ATF3;MAPK9;MAPK3;JUN;BDNF;GAD1;L1CAM"
"Fanconi Syndrome",2.31957831325301,0.315060253892474,1,60,3,"MESH:D005198","ATF3;GPX3;JUN"
"Hypopituitarism",3.09014423076923,0.323068617082866,1,33,2,"MESH:D007018","CALB1;MAPK3"
"Nephrosis",1.9648799938655,0.328198526374801,1,87,4,"MESH:D009401","TGFBR2;SPP1;MAPK3;ACE"
"Hemolytic-Uremic Syndrome",1.46399833518313,0.328561344082981,1,290,10,"MESH:D006463","IFRD1;APP;ATF3;SPP1;ATF4;MAPK3;JUN;ASNS;FOSL2;BDNF"
"Hypesthesia",1.45701003406057,0.335702354012938,1,297,10,"MESH:D006987","CXCR4;EIF2AK3;ABCA1;BCL2L11;ATF3;MAPK3;JUN;BDNF;RELN;EFNB3"
"Osteosarcoma",1.30867990654206,0.337447369475547,1,554,18,"MESH:D012516","SERPINE2;TCF4;IGFBP4;EIF2AK3;GFRA1;NRG1;DUSP10;ERBB4;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;RELN;BCR"
"Brain Neoplasms",1.40105189081077,0.338065693837828,1,361,12,"MESH:D001932","SFRP2;XDH;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ALK"
"Aneurysm, Ruptured",2.94276556776557,0.352949236763948,1,29,2,"MESH:D017542","MAPK3;JUN"
"Bronchitis, Chronic",2.94276556776557,0.352949236763948,1,40,2,"MESH:D029481","JUN;ACHE"
"Postoperative Nausea and Vomiting",2.94276556776557,0.352949236763948,1,33,2,"MESH:D020250","MAPK3;JUN"
"Cholangitis",1.9041248606466,0.357545995694336,1,111,4,"MESH:D002761","ATF4;MAPK3;JUN;ASNS"
"Fetal Resorption",1.46130902853339,0.366708647707671,1,241,9,"MESH:D005327","TGFB3;APP;LPL;TIMP3;MAPK3;ASNS;BDNF;ENAH;GDF10"
"Osteoporosis",1.39327082184225,0.375612072138256,1,334,11,"MESH:D010024","APP;LPL;TGFBR2;IGFBP4;BCL2L11;SPP1;GPX3;MAPK3;JUN;RGS2;BDNF"
"Amblyopia",7.71642685851319,0.379645511183799,1,6,1,"MESH:D000550","MAPK3"
"Aneurysm, Dissecting",7.71642685851319,0.379645511183799,1,5,1,"MESH:D000784","TGFBR2"
"Bronchial Diseases",7.71642685851319,0.379645511183799,1,9,1,"MESH:D001982","TAC1"
"Fibromatosis, Aggressive",7.71642685851319,0.379645511183799,1,7,1,"MESH:D018222","MAPK3"
"Frontotemporal Lobar Degeneration",7.71642685851319,0.379645511183799,1,5,1,"MESH:D057174","TMEM106B"
"Hand Deformities, Congenital",7.71642685851319,0.379645511183799,1,8,1,"MESH:D006228","L1CAM"
"Heart Injuries",7.71642685851319,0.379645511183799,1,6,1,"MESH:D006335","SPP1"
"HYPERCHOLESTEROLEMIA, FAMILIAL",7.71642685851319,0.379645511183799,1,7,1,"OMIM:143890","ABCA1"
"Intervertebral disc disease",7.71642685851319,0.379645511183799,1,7,1,"MESH:C535531","THBS2"
"Myeloproliferative Disorders",7.71642685851319,0.379645511183799,1,5,1,"MESH:D009196","BCR"
"Temporomandibular Joint Disorders",7.71642685851319,0.379645511183799,1,9,1,"MESH:D013705","OPRD1"
"Micrognathism",1.32976049898568,0.382638781194087,1,410,14,"MESH:D008844","SLC27A2;RHOB;CLDN1;HTRA1;ATF3;GPX3;JUN;ACHE;GNG4;CAMK2G;CREB3;MOXD1;ARHGAP26;EFHD2"
"Hearing Loss, Bilateral",2.80878496503496,0.382909737148585,1,35,2,"MESH:D006312","ATF3;JUN"
"Hypertension, Malignant",2.80878496503496,0.382909737148585,1,32,2,"MESH:D006974","MAPK3;ACE"
"Ovarian Cysts",2.80878496503496,0.382909737148585,1,35,2,"MESH:D010048","PTGS1;NXPH2"
"Thromboembolism",1.21944845991327,0.384363231135639,1,872,27,"MESH:D013923","DUSP5;SERPINE2;TCF4;SFRP2;XDH;APP;LPL;CXCR4;IGFBP4;GFRA1;CALB1;PTGS1;BCL2L11;ATF3;SPP1;ATF4;MAPK3;JUN;ASNS;RGS2;FOSL2;BDNF;RELN;EFNB3;PRKACB;LRIG1;FAM65B"
"Precursor T-Cell Lymphoblastic Leukemia-Lymphoma",1.70076896469148,0.384613468214346,1,143,5,"MESH:D054218","DUSP10;ATF3;SPP1;GPX3;DOK4"
"Optic Nerve Diseases",1.29467247097844,0.395303515557234,1,481,16,"MESH:D009901","APP;CXCR4;EIF2AK3;DUSP10;WT1;HTRA1;BCL2L11;ATF3;SPP1;MAPK9;ATF4;MAPK3;JUN;RGS2;BDNF;TAC1"
"Lymphopenia",1.68215075271081,0.397215383297611,1,123,5,"MESH:D008231","CXCR4;BCL2L11;MAPK3;JUN;GRIN2B"
"Neuromuscular Diseases",1.39057416688649,0.410464473323395,1,293,10,"MESH:D009468","APP;IGFBP4;ABCA1;MAPK3;JUN;ACHE;AGTR1;TAC1;PFKP;ST3GAL6"
"Obstetric Labor, Premature",2.06104417670683,0.411757934345217,1,75,3,"MESH:D007752","TGFB3;MAPK3;ACE"
"Dental Caries",2.68645484949833,0.412854803438507,1,30,2,"MESH:D003731","MAPK3;OPRD1"
"Myasthenia Gravis",2.68645484949833,0.412854803438507,1,46,2,"MESH:D009157","APP;JUN"
"Ophthalmoplegia",2.68645484949833,0.412854803438507,1,33,2,"MESH:D009886","JUN;ACHE"
"Abortion, Spontaneous",1.76742581090407,0.433292055932807,1,129,4,"MESH:D000022","RBP4;TIMP3;AGTR1;TNR"
"Adenocarcinoma of lung",1.76742581090407,0.433292055932807,1,94,4,"MESH:C538231","ANXA5;MAPK3;JUN;ALK"
"Atrial Flutter",2.57431891025641,0.442702969257621,1,38,2,"MESH:D001282","MAPK3;ASNS"
"Epilepsies, Partial",2.57431891025641,0.442702969257621,1,34,2,"MESH:D004828","BDNF;GAD1"
"Kidney Calculi",2.57431891025641,0.442702969257621,1,38,2,"MESH:D007669","LPL;SPP1"
"Liver Neoplasms",0.922018943817309,0.449710364876254,1,9709,242,"MESH:D008113","DPY19L3;SPOCK2;MAST2;ATP13A3;SNX14;MAGI3;TTC39B;WDR6;NRSN1;LRRC23;UFD1L;DCAF7;KLHL13;INF2;STMN3;FRAS1;SEMA7A;LONRF1;PPP1CC;PTPRT;PCDH17;DNAH5;GALNT16;CHGB;POU3F3;SLC27A2;FAT1;ANXA5;IFRD1;DUSP5;TGFB3;SERPINE2;TCF4;RHOB;SFRP2;FAM129A;RBP4;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;EIF2AK3;GFRA1;NRG1;CLDN1;DUSP10;ERBB4;WT1;NREP;ARHGAP5;NEFH;NTRK2;CD47;HTRA1;NUDT4;LAMB1;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;AGTR1;DOK4;VGF;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;PVALB;GRIA3;EFNB3;PHKA2;PRMT2;HIVEP1;CARS;GNG4;DPYSL2;ABAT;PTN;RASGRP1;NRN1;GUCY1A3;PRKACB;ADCYAP1;EIF4G2;ROBO1;IQGAP2;HLF;CIT;PAK3;FRZB;DDAH1;PRSS23;ENAH;ETV5;SPARCL1;SCPEP1;ADCY2;GPCPD1;MCC;PEA15;SMARCA2;CAMK2G;PSME1;GPT2;CYFIP2;GBE1;RAB3B;SPRY2;TUBB2B;PDZD2;SLC4A8;CREB3;RAB27B;KRT80;NUP62CL;ARHGAP26;ZEB2;TUBB2A;MAP4;ETS1;IFIT3;LRP1;PTPRE;MEF2C;PC;PTPRD;ZWINT;PFKP;MATN2;CLIC4;EFHD2;NR4A3;SYNJ2;LRIG1;FAM65B;HSD17B12;GDF10;ADCY1;STAMBPL1;SYT1;ELMO1;RGS17;NETO2;GPM6A;RNF144B;BCR;THBS2;GNB4;BTBD11;SLC7A1;IRF6;ST3GAL6;L1CAM;MAPK6;ADARB1;SPRY4;ADCYAP1R1;TCP11L2;SYNGR3;FAM84A;HIP1;CLSTN3;ILDR2;CORIN;OXR1;LAPTM4B;ZNRF1;NEK7;TMTC4;TMEM106B;GFPT2;COL16A1;SSBP3;CALN1;SCN3B;CHRNA6;SDC3;SLC24A3;TMTC1;AP2B1;NTRK3;HR;PEG3;CLSTN1;ASAP1;SNX6;KLF12;DTNA;GNAL;CRHR2;LURAP1L;NECAB1;OPCML;C1QTNF4;GABBR2;FURIN;TRPC6;FAM84B;THSD4;GPR176;TYRO3;PNOC;KCNK2;VWA5A;HDAC9;CREG2;ST8SIA2;ADRA1D;PCSK1N;ABCA8;PCSK1;STMN2;MTRR;DFNB31;CHODL;PCDH1;TMEM132D;DPP10;DLG2;TMEM229B"
"Aortic Aneurysm",6.1726618705036,0.466334201507579,1,6,1,"MESH:D001014","TGFBR2"
"Aortic Aneurysm, Thoracic",6.1726618705036,0.466334201507579,1,6,1,"MESH:D017545","TGFBR2"
"Arrhythmia, Sinus",6.1726618705036,0.466334201507579,1,9,1,"MESH:D001146","MAPK3"
"Athetosis",6.1726618705036,0.466334201507579,1,10,1,"MESH:D001264","BDNF"
"BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1",6.1726618705036,0.466334201507579,1,6,1,"OMIM:604370","OPCML"
"Bulimia Nervosa",6.1726618705036,0.466334201507579,1,8,1,"MESH:D052018","BDNF"
"Coffin-Siris syndrome",6.1726618705036,0.466334201507579,1,6,1,"MESH:C536436","SMARCA2"
"Coloboma",6.1726618705036,0.466334201507579,1,7,1,"MESH:D003103","LAMB1"
"Fractures, Bone",6.1726618705036,0.466334201507579,1,10,1,"MESH:D050723","TGFBR2"
"Joint Diseases",6.1726618705036,0.466334201507579,1,12,1,"MESH:D007592","SPP1"
"Lameness, Animal",6.1726618705036,0.466334201507579,1,7,1,"MESH:D007794","SCN3B"
"Synovitis",6.1726618705036,0.466334201507579,1,17,1,"MESH:D013585","SLIT1"
"Musculoskeletal Abnormalities",1.57842071453279,0.474717587293621,1,120,5,"MESH:D009139","PTGS1;ATF4;MAPK3;JUN;FOSB"
"Leukoencephalopathies",1.39183337900795,0.484764162328791,1,242,8,"MESH:D056784","XDH;ATF3;SPP1;GPX3;MAPK3;JUN;RGS2;BDNF"
"Polycystic Ovary Syndrome",1.56235478269377,0.487890180537773,1,151,5,"MESH:D011085","RBP4;NRG1;ADARB1;FAM84A;MGAT5B"
"Urinary Bladder Neoplasms",1.08427381666504,0.487919274632855,1,4711,127,"MESH:D001749","SPOCK2;MAGI3;NRSN1;FRAS1;SLC27A2;FAT1;ANXA5;IFRD1;DUSP5;TGFB3;SERPINE2;TCF4;RHOB;SFRP2;FAM129A;RBP4;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;EIF2AK3;GFRA1;NRG1;CLDN1;DUSP10;ERBB4;WT1;NREP;ARHGAP5;NEFH;NTRK2;CD47;HTRA1;NUDT4;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;AGTR1;CNR1;GAD1;TAC1;RELN;GRIA3;EFNB3;NPTX2;PHKA2;GNG4;DPYSL2;PTN;RASGRP1;NRN1;GUCY1A3;PRKACB;ADCYAP1;EIF4G2;ROBO1;IQGAP2;CIT;FRZB;DDAH1;ENAH;SPARCL1;SCPEP1;ADCY2;PEA15;SMARCA2;CAMK2G;PSME1;GPT2;CYFIP2;RAB3B;SPRY2;TUBB2B;CREB3;TUBB2A;MAP4;ETS1;IFIT3;LRP1;PTPRE;PC;PTPRD;ZWINT;PFKP;MATN2;CLIC4;EFHD2;NR4A3;SYNJ2;LRIG1;FAM65B;HSD17B12;GDF10;NETO2;GPM6A;IRF6;MAPK6;LAPTM4B;NEK7;SLC24A3;AP2B1;NTRK3;KLF12;FURIN;GPR176;SLIT1;STMN2;ZNF365"
"Eyelid Diseases",2.37592455621302,0.501841939244058,1,36,2,"MESH:D005141","MAPK3;BDNF"
"Hernia, Diaphragmatic",2.37592455621302,0.501841939244058,1,42,2,"MESH:D006548","WT1;AGTR1"
"Urethral Stricture",1.62712941774727,0.527028029285447,1,93,4,"MESH:D014525","TCF4;MAPK3;PTN;AP2B1"
"Hyperlipoproteinemias",1.81771793054571,0.530909685319535,1,76,3,"MESH:D006951","APP;LPL;ABCA1"
"Cachexia",2.28774928774929,0.531024586577352,1,46,2,"MESH:D002100","LPL;PTGS1"
"Photophobia",2.28774928774929,0.531024586577352,1,36,2,"MESH:D020795","ATF4;JUN"
"Medulloblastoma",0.609143860209048,0.532932588985302,1,196,3,"MESH:D008527","CXCR4;DUSP10;BCL2L11"
"Colorectal Neoplasms, Hereditary Nonpolyposis",5.14348521183054,0.544299487178041,1,7,1,"MESH:D003123","TGFBR2"
"Hernias, Diaphragmatic, Congenital",5.14348521183054,0.544299487178041,1,10,1,"MESH:D065630","WT1"
"Keratitis",5.14348521183054,0.544299487178041,1,8,1,"MESH:D007634","JUN"
"Leukemia, Myelomonocytic, Juvenile",5.14348521183054,0.544299487178041,1,8,1,"MESH:D054429","ARHGAP26"
"Muscular Dystrophies",5.14348521183054,0.544299487178041,1,8,1,"MESH:D009136","ACHE"
"Radiation Injuries, Experimental",5.14348521183054,0.544299487178041,1,10,1,"MESH:D011833","MAPK3"
"Raynaud Disease",1.42774458551158,0.545678177459942,1,168,6,"MESH:D011928","ATF3;SPP1;MAPK3;JUN;BDNF;CNR1"
"Prostatic Hyperplasia",1.48665952691376,0.554485467136508,1,141,5,"MESH:D011470","TGFB3;LPL;HMGCS1;HSD17B12;ADRA1D"
"Back Pain",2.20587225274725,0.559891447464445,1,45,2,"MESH:D001416","PTGS1;MAPK3"
"Hyperuricemia",2.20587225274725,0.559891447464445,1,48,2,"MESH:D033461","JUN;AGTR1"
"Influenza, Human",2.20587225274725,0.559891447464445,1,52,2,"MESH:D007251","ATF3;IFIT3"
"Phlebitis",2.20587225274725,0.559891447464445,1,46,2,"MESH:D010689","MAPK3;JUN"
"Carcinoma, Hepatocellular",0.939726298428873,0.564987225282006,1,8572,215,"MESH:D006528","MAST2;ATP13A3;SNX14;MAGI3;TTC39B;WDR6;NRSN1;UFD1L;DCAF7;KLHL13;INF2;STMN3;DPP6;HABP4;SLC27A2;FAT1;ANXA5;IFRD1;DUSP5;TGFB3;SERPINE2;TCF4;RHOB;SFRP2;FAM129A;RBP4;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;EIF2AK3;GFRA1;NRG1;CLDN1;DUSP10;ERBB4;WT1;NREP;ARHGAP5;NEFH;NTRK2;CD47;HTRA1;NUDT4;LAMB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;AGTR1;DOK4;VGF;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;GRIA3;EFNB3;NPTX2;PHKA2;PRMT2;HIVEP1;CARS;GNG4;DPYSL2;ABAT;PTN;RASGRP1;NRN1;GUCY1A3;PRKACB;ADCYAP1;EIF4G2;ROBO1;IQGAP2;HLF;CIT;PAK3;FRZB;DDAH1;PRSS23;ENAH;ETV5;SPARCL1;SCPEP1;ADCY2;GPCPD1;MCC;PEA15;SMARCA2;CAMK2G;PSME1;GPT2;CYFIP2;GBE1;RAB3B;SPRY2;TUBB2B;PDZD2;SLC4A8;CREB3;RAB27B;NUP62CL;ARHGAP26;ZEB2;TUBB2A;MAP4;ETS1;IFIT3;LRP1;PTPRE;MEF2C;PC;PTPRD;ZWINT;PFKP;MATN2;CLIC4;EFHD2;NR4A3;SYNJ2;LRIG1;FAM65B;HSD17B12;GDF10;ADCY1;STAMBPL1;SYT1;ELMO1;RGS17;NETO2;RNF144B;BCR;THBS2;GNB4;BTBD11;SLC7A1;IRF6;ST3GAL6;L1CAM;MAPK6;ADARB1;SPRY4;ADCYAP1R1;TCP11L2;SYNGR3;FAM84A;HIP1;CLSTN3;ILDR2;CORIN;OXR1;LAPTM4B;ZNRF1;NEK7;TMTC4;GFPT2;COL16A1;SSBP3;CALN1;SCN3B;SDC3;SLC24A3;TMTC1;USP25;UBASH3B;AP2B1;NTRK3;HR;CLSTN1;ASAP1;SNX6;KLF12;DTNA;CRHR2;LURAP1L;PTPRU;C1QTNF4;GABBR2;GRIA4;FURIN;FAM84B;PYGO1;THSD4;GPR176;TYRO3;PNOC;ADRA1D;PCDH19;ALK;THSD7A;DFNB31;DLGAP2;SLC9A6"
"Massive Hepatic Necrosis",1.20398009950249,0.565448015881103,1,553,16,"MESH:D047508","ANXA5;IFRD1;XDH;LPL;TIMP3;CLDN1;NREP;NTRK2;ABCA1;PTGS1;SPP1;MAPK3;JUN;ASNS;FOSL2;IFIT3"
"Lymphoma, B-Cell",1.47238556439525,0.567911239776413,1,143,5,"MESH:D016393","ATF3;SPP1;GPX3;MAPK3;JUN"
"Gynecomastia",1.74885201182087,0.570635815297558,1,96,3,"MESH:D006177","IGFBP4;ATF3;MAPK3"
"Infertility",1.45838092192425,0.581359906003205,1,137,5,"MESH:D007246","ATF3;GPX3;MAPK3;BDNF;ACHE"
"Shock",1.71633199464525,0.590423323193206,1,81,3,"MESH:D012769","MAPK3;JUN;TAC1"
"Jaundice, Obstructive",1.30969157310621,0.591344447795146,1,286,8,"MESH:D041781","TIMP3;ATF3;SPP1;MAPK3;JUN;ASNS;FOSL2;HTR2C"
"Stevens-Johnson Syndrome",1.20468921892189,0.601098791671197,1,470,14,"MESH:D013262","IFRD1;XDH;CLDN1;CD47;HTRA1;ATF3;JUN;ASNS;BDNF;RELN;GBE1;ARHGAP26;CLIC4;IRF6"
"Leukemia, Myeloid",1.68499452354874,0.610141276996502,1,66,3,"MESH:D007951","ATF3;JUN;DOK4"
"Aneurysm",4.40835902706406,0.614639409658934,1,11,1,"MESH:D000783","BDNF"
"Bone Neoplasms",4.40835902706406,0.614639409658934,1,11,1,"MESH:D001859","TGFBR2"
"Burns",4.40835902706406,0.614639409658934,1,15,1,"MESH:D002056","CALB1"
"Gastroenteritis",4.40835902706406,0.614639409658934,1,16,1,"MESH:D005759","MAPK3"
"Heat Stroke",4.40835902706406,0.614639409658934,1,14,1,"MESH:D018883","JUN"
"Immunoproliferative Disorders",4.40835902706406,0.614639409658934,1,15,1,"MESH:D007160","IFRD1"
"Leukemia, Megakaryoblastic, of Down Syndrome",4.40835902706406,0.614639409658934,1,8,1,"MESH:C566025","DCAF7"
"Liver Diseases, Parasitic",4.40835902706406,0.614639409658934,1,9,1,"MESH:D008109","PEG3"
"Microsatellite Instability",4.40835902706406,0.614639409658934,1,12,1,"MESH:D053842","TGFBR2"
"Myopia",4.40835902706406,0.614639409658934,1,14,1,"MESH:D009216","GRIA4"
"Narcolepsy",4.40835902706406,0.614639409658934,1,18,1,"MESH:D009290","TAC1"
"Neuritis",4.40835902706406,0.614639409658934,1,12,1,"MESH:D009443","JUN"
"Rectal Neoplasms",4.40835902706406,0.614639409658934,1,9,1,"MESH:D012004","MCC"
"Amyotrophic lateral sclerosis 1",2.05849358974359,0.616546147191984,1,47,2,"MESH:C531617","NEFH;GRIA3"
"Anemia, Macrocytic",1.32005518960299,0.620435594793656,1,199,7,"MESH:D000748","FAM129A;MTHFD2;ATF3;GPX3;MAPK3;ASNS;CARS"
"Lymphoma, T-Cell",1.50736420407682,0.621824423510504,1,106,4,"MESH:D016399","PTGS1;ATF3;MAPK3;JUN"
"Epilepsy, Temporal Lobe",1.65477624784854,0.629776543241642,1,72,3,"MESH:D004833","BDNF;CNR1;RELN"
"Dyspepsia",1.99193548387097,0.644282472437731,1,64,2,"MESH:D004415","PTGS1;MAPK3"
"Taste Disorders",1.62561826252378,0.64931693394245,1,79,3,"MESH:D013651","HTRA1;ATF3;MAPK3"
"Pancreatic Diseases",1.33435775651324,0.652721269886297,1,185,6,"MESH:D010182","LPL;TIMP3;SPP1;MAPK9;MAPK3;JUN"
"Acne Vulgaris",1.59746572496884,0.668751159849633,1,95,3,"MESH:D000152","TGFBR2;MAPK3;HMGCS1"
